"Player","Team","Dribbling","Fouling","Interrupting","Passing","Receiving","Shooting","Goals Added"
"Ola Kamara","CLB","-0.6709","0.6653","-0.4977","-0.1408","4.4297","1.6982","5.4838"
"Ignacio Piatti","MTL","2.6561","0.5659","-0.3188","0.9073","0.4826","0.7992","5.0923"
"Bradley Wright-Phillips","NYRB","0.1381","-0.2263","0.4935","-0.3932","3.3691","1.2664","4.6476"
"Sebastian Giovinco","TOR","2.109","0.7008","-0.2865","2.2283","-0.8867","0.6873","4.5522"
"David Villa","NYC","1.6845","0.283","0.0958","0.5869","0.6677","0.861","4.1789"
"Patrick Nyarko","DCU","-0.1108","0.3488","0.224","1.3697","1.2174","0.0538","3.1029"
"Justin Meram","CLB","1.2855","0.516","0.1382","-0.0631","0.7217","0.2783","2.8766"
"Diego Valeri","POR","0.8374","0.1624","-0.4219","2.4264","-0.1653","0.0291","2.8681"
"David Accam","CHI","3.7976","-0.0204","-0.4192","-0.4941","-0.5083","0.3691","2.7247"
"Jordan Morris","SEA","2.6549","-0.3691","-0.8975","-0.0839","1.389","-0.0517","2.6417"
"Kaká","ORL","1.3119","0.4359","-0.2099","1.2078","-0.517","0.3719","2.6006"
"Juan Agudelo","NER","-0.6911","-0.0348","0.0126","-0.5816","3.2464","0.6318","2.5833"
"Michael Bradley","TOR","0.3369","0.1361","0.7732","1.7651","-0.3784","-0.0777","2.5552"
"Robbie Keane","LAG","0.8257","0.4506","-0.3373","0.3611","1.0779","0.0298","2.4078"
"Jozy Altidore","TOR","-0.0615","0.4674","0.2388","0.3719","0.9808","0.1858","2.1832"
"Fanendo Adi","POR","-0.4631","-0.1205","-0.3376","-1.1788","3.2903","0.9649","2.1552"
"Cyle Larin","ORL","-2.0016","-0.1816","-0.2004","0.102","3.6969","0.6815","2.0968"
"John Stiven Mendoza","NYC","0.783","0.218","-0.0234","0.2786","0.2398","0.5356","2.0316"
"Osvaldo Alonso","SEA","0.3961","-0.2115","1.2484","0.9103","-0.1062","-0.2805","1.9566"
"Patrick Mullins","DCU","0.2679","-0.1424","-0.2143","-0.2616","1.7438","0.555","1.9484"
"Yura Movsisyan","RSL","0.5592","0.8853","-0.5413","-0.4689","1.2496","0.2044","1.8883"
"Jelle Van Damme","LAG","0.4265","-0.2829","-0.2915","1.4724","0.4766","0.0394","1.8405"
"Chris Pontius","PHI","-0.2612","0.5841","-0.5981","0.3973","1.4259","0.2011","1.7491"
"Lloyd Sam","NYRB","0.3189","0.2472","-0.0325","0.7611","0.3172","0.0847","1.6966"
"Harrison Afful","CLB","0.175","-0.2223","0.3353","0.3703","0.7609","0.1334","1.5526"
"C.J. Sapong","PHI","-1.057","0.3109","-0.0513","-0.2516","1.982","0.6039","1.5369"
"Giovani dos Santos","LAG","1.516","0.0802","-0.6144","0.3118","0.0906","0.1482","1.5324"
"Juan Manuel Martínez","RSL","0.0778","0.7731","-0.0653","0.3712","0.2487","0.0288","1.4343"
"Jonathan Campbell","CHI","0.002","0.0888","1.6602","-0.0098","-0.3307","-0.0797","1.3308"
"Matt Besler","SKC","0.1728","0.1655","-0.0854","0.9348","0.1476","-0.0118","1.3235"
"Alvas Powell","POR","0.2196","0.0743","2.0142","-0.6839","-0.1961","-0.1097","1.3184"
"Dom Dwyer","SKC","-1.7151","0.2625","-0.1122","-0.0607","2.6005","0.3009","1.2759"
"Luciano Acosta","DCU","1.5005","-0.125","-0.5742","0.9386","-0.3616","-0.164","1.2143"
"Benny Feilhaber","SKC","0.092","0.4124","-0.4455","1.4733","-0.2746","-0.0457","1.2119"
"Kendall Waston","VAN","-0.3963","-0.2599","1.1616","-0.0472","0.5797","0.1736","1.2115"
"Dax McCarty","NYRB","0.1666","-0.0589","-0.2917","0.856","0.7942","-0.2626","1.2036"
"Lawrence Olum","SKC","0.0945","0.0811","-0.2541","0.3607","0.8048","0.1157","1.2027"
"Frank Lampard","NYC","-0.6096","0.084","-0.6294","-0.3741","1.8285","0.8897","1.1891"
"Clint Dempsey","SEA","0.2479","-0.0645","-0.493","0.0916","0.9973","0.3836","1.1629"
"Teal Bunbury","NER","-0.7317","-0.0534","0.4112","-1.1683","2.373","0.3072","1.138"
"Tony Tchani","CLB","0.6312","-0.0515","0.0728","0.3853","-0.0093","0.0626","1.0911"
"Didier Drogba","MTL","-0.6004","-0.0057","-0.0315","0.4225","0.7864","0.4773","1.0486"
"Jack McInerney","POR","-0.7155","0.1422","-0.178","-0.4275","1.6728","0.5298","1.0238"
"Johan Kappelhof","CHI","0.4389","0.0462","1.625","-0.4309","-0.6666","-0.0085","1.0041"
"Matteo Mancosu","MTL","0.1418","0.3837","-0.174","0.0618","0.422","0.1608","0.9961"
"Matt Hedges","FCD","0.2556","0.3075","-0.6329","0.2957","0.5345","0.2243","0.9847"
"David Mateos","ORL","0.2004","-0.2602","0.8244","0.4649","-0.2621","0.0151","0.9825"
"Michael Parkhurst","CLB","0.2341","0.3504","0.2562","0.8635","-0.7142","-0.0222","0.9678"
"Álvaro Saborio","DCU","-0.4191","-0.1367","-0.0019","-0.3331","1.3432","0.5054","0.9578"
"Darren Mattocks","POR","1.1087","-0.1438","0.1781","0.2188","-0.1486","-0.2788","0.9344"
"Sebastien Le Toux","PHI","-0.4943","-0.09","-0.0347","1.151","0.2878","0.0979","0.9177"
"Chad Marshall","SEA","-0.3887","-0.218","0.9299","0.2094","0.2808","0.1012","0.9146"
"Khaly Thiam","CHI","0.021","0.0653","0.6444","-0.3017","0.3811","0.1033","0.9134"
"Arturo Álvarez","CHI","0.891","0.2124","0.0888","0.4966","-0.7205","-0.0618","0.9065"
"Khiry Shelton","NYC","1.0165","-0.5034","-0.2573","0.0882","0.4365","0.1093","0.8898"
"Kwadwo Poku","NYC","0.3768","0.4944","0.0577","0.0292","-0.0537","-0.0253","0.8791"
"Mauro Díaz","FCD","-0.2202","0.0352","-0.418","2.2615","-0.5414","-0.2411","0.876"
"Octavio Rivero","VAN","-1.0565","0.3163","0.0814","0.4363","1.0207","0.0644","0.8626"
"Ethan Finlay","CLB","-1.1539","-0.1943","-0.391","0.5644","1.3342","0.6892","0.8486"
"Ambroise Oyongo","MTL","0.6962","0.1642","0.2446","-0.0003","-0.1281","-0.1613","0.8153"
"Fabinho","PHI","0.1232","0.1486","0.6839","0.2294","-0.3181","-0.0564","0.8106"
"Kei Kamara","CLB","0.1919","-0.0291","-0.1019","0.1797","0.5863","-0.0389","0.788"
"Will Bruin","HOU","0.1262","-0.1029","-0.2979","0.2652","0.2681","0.5282","0.7869"
"Nigel de Jong","LAG","0.2633","0.0462","0.2505","0.7143","-0.3547","-0.1362","0.7834"
"Kekuta Manneh","VAN","0.982","0.149","-0.1436","0.2389","-0.3678","-0.1682","0.6903"
"Pedro Morales","VAN","-0.2513","0.0095","0.0154","1.1806","-0.2959","0.0131","0.6714"
"Nuno Coelho","SKC","0.3908","0.1615","-0.7093","0.9926","-0.1585","-0.0087","0.6684"
"Joevin Jones","SEA","0.5431","-0.4779","0.1419","0.4115","-0.0038","0.0377","0.6525"
"Kelyn Rowe","NER","-0.3914","0.1329","0.0531","0.3855","0.4145","0.0424","0.637"
"Ken Tribbett","PHI","0.034","0.1877","-0.3213","0.2281","0.24","0.2674","0.6359"
"Kevin Ellis","SKC","0.0566","0.322","-0.5992","0.338","0.3141","0.1945","0.626"
"Adam Jahn","CLB","-0.4611","-0.0668","-0.0185","-0.1139","1.0063","0.276","0.622"
"Darlington Nagbe","POR","1.3156","-0.0095","0.0673","0.1926","-0.8721","-0.0879","0.606"
"RJ Allen","NYC","0.175","-0.0797","0.185","0.5418","-0.1611","-0.0636","0.5974"
"Oalex Anderson","SEA","-0.048","0.1693","-0.0778","-0.2122","0.5244","0.218","0.5737"
"Corey Ashe","CLB","0.1177","0.1586","0.2891","-0.1276","0.0013","0.1172","0.5563"
"Tosaint Ricketts","TOR","-0.0262","-0.0399","-0.1054","-0.1897","0.5644","0.3274","0.5306"
"Taylor Kemp","DCU","0.559","-0.2379","-0.2537","0.9708","-0.4735","-0.0374","0.5273"
"Chris Rolfe","DCU","0.2028","-0.0449","-0.187","0.1724","0.1888","0.167","0.4991"
"Armando Cooper","TOR","0.7934","0.0518","-0.2746","-0.032","-0.0538","-0.0262","0.4586"
"Erik Hurtado","VAN","-0.3585","-0.0572","0.0425","-0.432","1.3239","-0.0619","0.4568"
"Marcelo Sarvas","DCU","-0.0523","-0.1361","0.192","0.8721","-0.3422","-0.0781","0.4554"
"Nélson Haedo Valdez","SEA","-0.2044","-0.0397","-0.116","-0.3212","1.2932","-0.1638","0.4481"
"Sacha Kljestan","NYRB","0.3127","-0.2145","-0.5621","1.1528","-0.071","-0.1775","0.4404"
"DaMarcus Beasley","HOU","-0.0419","0.274","0.4675","-0.0247","-0.1931","-0.0539","0.4279"
"Lucas Melano","POR","1.2345","0.0803","-0.5314","-0.4826","0.2763","-0.1523","0.4248"
"Leo Fernandes","PHI","-0.2209","-0.0081","0.0171","0.0184","0.3656","0.2504","0.4225"
"Keegan Rosenberry","PHI","-0.2291","0.1149","-0.4495","1.2936","-0.2377","-0.0795","0.4127"
"Cedrick Mabwati","CLB","0.6598","-0.054","0.1066","-0.3609","-0.0884","0.1483","0.4114"
"Ronald Matarrita","NYC","-0.4577","0.0101","0.3179","0.3503","0.1748","0.0125","0.4079"
"Erik Friberg","SEA","0.2986","-0.0206","0.0204","0.2772","-0.355","0.1866","0.4072"
"Patrick Mullins","NYC","-0.3959","-0.0122","-0.0674","0.0968","0.5083","0.2619","0.3915"
"Joey Calistri","CHI","0.3254","-0.0426","0.0054","0.0945","0.0529","-0.0484","0.3872"
"Abdoulie Mansally","HOU","0.2155","-0.014","0.276","-0.0286","-0.0243","-0.0492","0.3754"
"Gershon Koffie","NER","0.0261","-0.0466","0.257","0.1093","0.0298","-0.0039","0.3717"
"Steven Birnbaum","DCU","-0.3268","0.1238","-0.5835","-0.6394","1.2221","0.5546","0.3508"
"Chad Barson","CLB","-0.0473","0.0386","0.3988","0.0791","-0.1039","-0.0153","0.35"
"Tranquillo Barnetta","PHI","1.2145","-0.0265","-0.46","-0.6058","0.357","-0.1417","0.3375"
"Erick Torres","HOU","0.2155","0.0214","-0.0977","-0.0562","0.3969","-0.1435","0.3364"
"Fabián Espíndola","DCU","0.1124","-0.0362","0.2511","0.4049","-0.391","-0.0074","0.3338"
"Pedro Ribeiro","ORL","-0.0064","-0.0308","-0.0536","0.2162","-0.0095","0.197","0.3129"
"Justin Morrow","TOR","-0.2295","-0.0469","-0.4966","0.5588","0.5209","0.001","0.3077"
"Drew Moor","TOR","-0.2008","0.0945","-0.1316","0.1027","0.5548","-0.1144","0.3052"
"Vincent Nogueira","PHI","0.1354","0.0409","0.1878","-0.1996","0.0135","0.1265","0.3045"
"Benoit Cheyrou","TOR","0.0715","-0.03","-0.2354","0.6575","-0.0861","-0.0793","0.2982"
"Felipe","NYRB","0.0106","0.4925","-1.2375","0.8465","0.1593","0.0176","0.289"
"Vytautas Andriuskevicius","POR","0.035","0.2041","0.0658","0.0529","-0.0358","-0.0353","0.2867"
"Jay Chapman","TOR","-0.3616","-0.045","0.0278","-0.046","0.5349","0.1739","0.284"
"Lloyd Sam","DCU","-0.1135","0.2517","-0.1949","0.1651","0.1856","-0.0197","0.2743"
"Shea Salinas","SJE","0.2598","0.1112","-0.0465","0.5738","-0.4869","-0.1378","0.2736"
"Sebastian Lletget","LAG","0.8173","-0.0003","-0.1937","-0.1513","0.0407","-0.254","0.2587"
"Daniel Royer","NYRB","-0.1563","-0.0149","-0.0906","-0.0253","0.4629","0.082","0.2578"
"Andrés Imperiale","SJE","0.1097","0.1051","0.0973","0.1516","-0.1637","-0.045","0.255"
"Michael Stephens","CHI","0.0669","-0.0016","0.4109","-0.116","-0.1459","0.0349","0.2492"
"David Arshakyan","CHI","-0.2822","-0.0503","0.1706","-0.1723","0.5052","0.0741","0.2451"
"Atiba Harris","FCD","-0.0211","-0.3225","-0.1384","0.2019","0.2228","0.2914","0.2341"
"Chris Schuler","RSL","-0.0073","0.0136","-0.0296","0.0968","0.17","-0.0258","0.2177"
"Carlos Ruiz","FCD","-0.0038","0.0008","0.0087","-0.0056","0.1673","0.0502","0.2176"
"Ike Opara","SKC","-0.1005","-0.1934","-0.2335","0.3315","0.3156","0.0948","0.2145"
"Anderson Conceicão","PHI","-0.0069","0.0155","0.2247","-0.0239","-0.0121","0.013","0.2103"
"Víctor Cabrera","MTL","0.3386","-0.2186","0.7778","-0.2554","-0.4258","-0.0088","0.2078"
"Kevin Molino","ORL","-0.6233","0.1226","-0.4118","-0.2542","0.9858","0.3875","0.2066"
"Zarek Valentin","POR","0.0855","0.0714","0.0386","0.1733","-0.1584","-0.0093","0.2011"
"Maynor Figueroa","FCD","-0.4322","-0.1434","-0.0752","0.761","-0.0593","0.1465","0.1974"
"Kei Kamara","NER","-0.7393","-0.2645","-0.2145","0.3594","0.665","0.3884","0.1945"
"Henok Goitom","SJE","-0.0855","-0.0418","-0.0348","0.1601","0.115","0.0786","0.1916"
"Alphonso Davies","VAN","0.1101","0.1895","-0.0458","-0.0496","-0.0153","-0.0039","0.185"
"Micheal Azira","COL","-0.0276","-0.2572","0.64","0.469","-0.5947","-0.0468","0.1827"
"Rodrigo Ramos","CHI","-0.4253","0.0159","0.3503","0.0468","0.0728","0.1203","0.1808"
"Álvaro Fernández","SEA","-0.0939","-0.062","-0.2387","-0.1693","0.4682","0.2682","0.1725"
"Ryan Hollingshead","FCD","0.0782","0.3143","0.0389","-0.3102","0.197","-0.1488","0.1694"
"Jack Harrison","NYC","0.7224","0.0488","-0.2727","0.2244","-0.4352","-0.125","0.1627"
"Tsubasa Endoh","TOR","0.1354","0.2115","-0.3159","-0.274","0.4143","-0.0118","0.1595"
"Brett Levis","VAN","0.0279","0.0664","0.0005","0.0474","0.0006","-0.0024","0.1404"
"Maxime Chanot","NYC","0.0411","-0.2245","0.2416","0.1752","-0.0695","-0.0236","0.1403"
"Nicolai Næss","CLB","0.1276","0.141","-0.3752","0.4863","-0.1662","-0.0744","0.1391"
"Amro Tarek","CLB","-0.0028","-0.0009","0.1436","0.0059","-0.0089","-0.0021","0.1348"
"Anthony Jackson-Hamel","MTL","-0.057","-0.0356","-0.1031","-0.0339","0.2633","0.1006","0.1343"
"Kofi Sarkodie","SJE","-0.0253","0.0429","0.2496","0.0026","-0.1101","-0.0341","0.1256"
"Marvell Wynne","SJE","-0.0555","-0.0808","0.7258","0.2754","-0.7223","-0.0236","0.119"
"Tony Alfaro","SEA","-0.0062","0.0274","0.1618","-0.0691","0.0652","-0.0606","0.1185"
"Gonzalo Verón","NYRB","0.0221","-0.0271","0.0451","-0.0685","0.0381","0.1066","0.1163"
"Alejandro Bedoya","PHI","0.1496","-0.0635","0.0365","0.1031","-0.0599","-0.0534","0.1124"
"Jimmy Medranda","SKC","-0.2008","-0.3645","0.431","0.2972","-0.1142","0.0627","0.1114"
"Jack McBean","LAG","0.2493","-0.0235","0.0013","-0.253","0.2852","-0.1507","0.1086"
"Gyasi Zardes","LAG","-0.489","-0.1177","0.2786","-0.1665","0.6232","-0.0209","0.1077"
"Luke Boden","ORL","0.1745","0.0545","-0.9129","0.9818","-0.1564","-0.0363","0.1052"
"Collin Fernandez","CHI","-0.0084","0.0424","0.0034","-0.0023","0.03","0.0331","0.0982"
"Kennedy Igboananike","DCU","-0.0554","-0.0496","-0.0678","-0.1024","0.2951","0.0735","0.0934"
"Alhaji Kamara","DCU","-0.0678","-0.0411","-0.0131","-0.028","0.2805","-0.0408","0.0897"
"Cristian Roldan","SEA","-0.131","0.4972","-0.4105","0.1036","0.1224","-0.0926","0.0891"
"Ashtone Morgan","TOR","0.1192","-0.0134","-0.0313","0.138","-0.0662","-0.0617","0.0846"
"Nicolás Lodeiro","SEA","-0.4543","0.0769","0.1071","0.2812","-0.0067","0.0696","0.0738"
"Bradford Jamieson","LAG","0.1908","-0.0103","-0.011","-0.0386","-0.0633","0.0053","0.0729"
"Chris Wingert","RSL","-0.125","0.1099","0.1501","0.1775","-0.1925","-0.0567","0.0633"
"Leonel Miranda","HOU","0.0983","-0.0629","-0.1101","0.1971","-0.1265","0.0652","0.0611"
"Jordan Stewart","SJE","-0.4253","0.123","0.1217","0.1937","0.1001","-0.0525","0.0607"
"Phanuel Kavita","RSL","-0.0328","0.0123","0.1595","-0.0818","0.0014","-0.0007","0.0579"
"Matías Pérez García","ORL","0.0119","0.045","0.0636","0.3384","-0.2521","-0.1517","0.0551"
"Clarence Goodson","SJE","-0.0011","0.0225","0.127","-0.0455","-0.0297","-0.0189","0.0543"
"Roger Espinoza","SKC","0.6419","-0.1842","-1.099","0.8722","0.0931","-0.2704","0.0536000000000001"
"Damien Perquis","TOR","-0.0166","0.0281","0.0241","-0.0078","-0.0491","0.0748","0.0535"
"Taylor Peay","POR","-0.0113","0.0074","0.1499","-0.0791","-0.016","-0.0013","0.0496"
"Walter Restrepo","PHI","0.0349","-0.0198","0.0019","0.0792","-0.0686","0.0219","0.0495"
"Marc Burch","COL","-0.2585","-0.2699","0.4151","0.5472","-0.3256","-0.0613","0.0470000000000001"
"Zach Scott","SEA","-0.1777","0.0534","0.4503","-0.1868","-0.0338","-0.0584","0.047"
"Diego Rubio","SKC","0.0969","0.3039","-0.1256","-0.3637","0.0412","0.0907","0.0434"
"Caleb Calvert","COL","0.0018","-0.0025","-0.0656","-0.0395","0.0948","0.0536","0.0426"
"Amobi Okugo","POR","0.0292","-0.0246","0.0574","0.0385","-0.0562","-0.0026","0.0417"
"Darwin Cerén","ORL","-0.1687","-0.1161","0.8835","-0.0716","-0.2383","-0.249","0.0398"
"Timo Pitter","FCD","0.0006","-0.0032","-0.0047","-0.0203","0.0356","0.0295","0.0375"
"Alex","HOU","0.4122","0.002","0.0949","0.0086","-0.2187","-0.2675","0.0315"
"Gbenga Arokoyo","POR","0.002","0.0029","0.0164","0.0105","-0.0077","-0.0002","0.0239"
"Donnie Smith","NER","0.0539","0.0156","-0.2214","-0.079","0.1441","0.1097","0.0229"
"Conor Doyle","COL","0.0556","-0.0089","-0.0267","0.0156","-0.0316","0.0128","0.0168"
"Seth Sinovic","SKC","0.0817","0.0212","-0.0695","-0.0565","-0.0202","0.0587","0.0154"
"Jermaine Taylor","POR","-0.2993","-0.1677","0.5374","0.1914","-0.1596","-0.0869","0.0153"
"Marlon Hairston","COL","-0.3071","-0.0789","0.2232","-0.4764","0.4977","0.1542","0.0127"
"Maxim Tissot","MTL","-0.0664","0.0193","0.2315","-0.0468","-0.0889","-0.0369","0.0118"
"Raheem Edwards","TOR","0.0143","0.0007","-0.0049","-0.0037","-0.0015","0.0053","0.0102"
"Daniel Lovitz","TOR","-0.0698","0.2752","-0.072","-0.1731","0.1544","-0.1057","0.00900000000000001"
"David Edgar","VAN","-0.3367","0.0677","0.196","-0.3131","0.2469","0.1443","0.00510000000000004"
"Joseph Greenspan","COL","-0.0076","0.0016","-0.0007","0.0079","0.0042","-0.0009","0.0045"
"Amadou Dia","SKC","0.0347","-0.0096","0.2247","-0.1651","-0.0963","0.0116","1.90819582357449e-17"
"José Villarreal","LAG","0.0172","-0.0052","-0.0159","0.0038","0.0054","-0.0057","-0.000400000000000001"
"Jared Watts","COL","0.0626","-0.1063","0.0673","0.0542","-0.0295","-0.0496","-0.0013"
"Darwin Jones","SEA","0.0628","-0.0054","-0.0187","-0.0113","-0.0223","-0.0073","-0.00220000000000001"
"Éver Alvarado","SKC","-0.0125","-0.0071","0.0657","-0.015","-0.0268","-0.0077","-0.00340000000000001"
"Fabian Castillo","FCD","0.8511","-0.2096","-0.6523","-0.0873","0.0498","0.0407","-0.00760000000000004"
"Neco Brett","POR","0.0036","-0.0004","-0.0011","-0.0069","-0.0017","-0.0014","-0.0079"
"Chris Klute","POR","0.0219","-0.0236","0.2009","-0.0953","-0.1057","-0.0079","-0.0097"
"Adam Jahn","SJE","-0.0521","0.0064","0.1504","-0.0331","-0.0647","-0.0174","-0.0105"
"Sean Davis","NYRB","-0.1867","-0.0197","0.1046","0.245","-0.2425","0.088","-0.0113"
"Razvan Cocis","CHI","-0.209","0.0447","0.1499","0.0956","-0.109","0.0157","-0.0121"
"Wandrille Lefevre","MTL","-0.0192","-0.0127","0.2143","0.0437","-0.1729","-0.0664","-0.0132"
"Aníbal Godoy","SJE","-0.2404","-0.0765","0.0149","0.5272","-0.1836","-0.0592","-0.0176"
"Derrick Etienne","NYRB","-0.0048","-0.001","-0.0014","-0.001","-0.0084","-0.0024","-0.019"
"Kevin Doyle","COL","0.5241","-0.2145","-0.3839","-0.2289","0.813","-0.5308","-0.0210000000000001"
"Karl Ouimette","NYRB","0.0231","0.0794","-0.2611","0.1302","0.0506","-0.0449","-0.0227"
"Ben Swanson","CLB","-0.0189","0.0008","-0.011","0.0008","-0.0036","-0.0009","-0.0328"
"Aurélien Collin","ORL","-0.0055","0.0133","0.009","-0.0163","-0.0329","-0.001","-0.0334"
"Pedro Baez","RSL","-0.0082","-0.0013","-0.0036","0.0048","-0.0208","-0.0045","-0.0336"
"Alex Morrell","CHI","0.0327","-0.005","-0.0297","-0.0162","-0.0572","0.0399","-0.0355"
"Zachary Herivaux","NER","0.0385","-0.0112","-0.0023","-0.0248","-0.0331","-0.0081","-0.041"
"Ilsinho","PHI","0.5516","0.3808","0.0422","-0.1853","-0.5823","-0.2511","-0.0441"
"Justin Mapp","SKC","0.0172","-0.0031","-0.0006","-0.014","-0.0185","-0.0257","-0.0447"
"Gilberto","CHI","0.5056","-0.0403","-0.1072","0.1368","-0.4029","-0.1379","-0.0458999999999999"
"Calum Mallace","MTL","-0.0865","-0.2368","0.4254","0.0993","-0.2064","-0.041","-0.046"
"Coy Craft","FCD","-0.0057","0.0081","-0.0122","-0.0071","-0.0203","-0.0094","-0.0466"
"Rob Lovejoy","HOU","-0.0107","0.0487","-0.0117","0.004","-0.0342","-0.0458","-0.0497"
"Conor Casey","CLB","-0.0071","0.0007","-0.0245","-0.0175","0.0014","-0.0053","-0.0523"
"Keyner Brown","HOU","-0.0318","0.0197","0.0263","-0.0629","-0.0363","0.0292","-0.0558"
"David Choinière","MTL","0.0396","-0.0008","0.0121","-0.1119","0.0242","-0.0193","-0.0561"
"Cameron Porter","SKC","-0.0147","-0.0024","0.0203","-0.0297","-0.0247","-0.0099","-0.0611"
"Brandon Allen","NYRB","-0.0024","0.0013","0.0135","-0.0269","-0.0451","-0.0054","-0.065"
"Justin Bilyeu","NYRB","-0.002","-0.0122","-0.0697","0.038","-0.0154","-0.0069","-0.0682"
"Tyler Adams","NYRB","-0.0023","0.0017","-0.0645","-0.0041","-0.0006","-0.0018","-0.0716"
"Dennis Castillo","COL","0.0159","0.0183","-0.0175","-0.0108","-0.0281","-0.0509","-0.0731"
"Deybi Flores","VAN","-0.0303","-0.0029","0.0331","-0.0318","-0.0092","-0.0339","-0.075"
"Agustín Jara","FCD","-0.0092","-0.0004","-0.0399","-0.0151","-0.0166","-0.0036","-0.0848"
"Diego Chara","POR","0.3007","-0.3915","0.1851","0.4523","-0.5567","-0.0755","-0.0856"
"Ariel Lassiter","LAG","0.0679","-0.0192","-0.0435","-0.0815","-0.0362","0.0233","-0.0892"
"Colin Bonner","FCD","-0.0095","-0.0061","-0.0249","0.0108","-0.0478","-0.0117","-0.0892"
"Sam Adekugbe","VAN","-0.0469","0.0054","-0.0272","0.0133","-0.0288","-0.007","-0.0912"
"David Rocha","HOU","-0.0652","-0.0118","-0.0091","0.0274","-0.0243","-0.0096","-0.0926"
"Rafael Ramos","ORL","0.7014","0.0428","-0.5746","-0.2737","0.0818","-0.0734","-0.0957"
"Michael Farfan","SEA","0.0045","-0.0168","0.0239","-0.0342","-0.0601","-0.014","-0.0967"
"Emil Larsen","CLB","-0.0325","-0.0043","-0.0015","-0.0255","-0.0246","-0.0101","-0.0985"
"Mark Bloom","TOR","0.0361","0.0144","-0.0717","-0.0816","-0.0011","0","-0.1039"
"Amadou Dia","MTL","0.0233","-0.0368","-0.0562","-0.0245","-0.009","-0.001","-0.1042"
"Julian Büscher","DCU","-0.1414","-0.0116","0.2025","0.0037","-0.1802","0.0181","-0.1089"
"Boyd Okwuonu","RSL","-0.0049","0.0208","-0.0462","-0.0614","-0.0182","-0.0011","-0.111"
"Marco Bustos","VAN","-0.0077","-0.0098","0.0035","-0.0196","-0.0583","-0.02","-0.1119"
"Charlie Davies","NER","-0.3227","-0.0576","-0.1344","-0.1322","0.2499","0.282","-0.115"
"Hassoun Camara","MTL","-0.5818","-0.1169","0.0707","-0.2054","0.6919","0.0263","-0.1152"
"Diego Fagundez","NER","-0.6144","0.0081","-0.1519","0.3465","0.2039","0.0904","-0.1174"
"Mikey Lopez","NYC","-0.2478","-0.0159","0.0028","-0.2955","0.4277","0.0086","-0.1201"
"Jermaine Jones","COL","-0.0827","-0.0018","0.097","-0.5276","0.4321","-0.0401","-0.1231"
"Mauro Rosales","FCD","-0.1614","0.0246","-0.17","0.1658","-0.0876","0.1047","-0.1239"
"Gideon Baah","NYRB","-0.5147","0.0261","0.2591","0.011","0.1129","-0.0194","-0.125"
"Jack Barmby","POR","-0.2141","0.1699","-0.0959","0.0265","-0.0873","0.075","-0.1259"
